"","ABA.test.Producto","NO","SI"
"3584","EQUIPO CONTRATISTA",100,0
"3585","EQUIPO CONTRATISTA",100,0
"3586","EQUIPO CONTRATISTA",100,0
"3587","EQUIPO CONTRATISTA",100,0
"3588","EQUIPO CONTRATISTA",100,0
"3589","EQUIPO CONTRATISTA",100,0
"3590","EQUIPO CONTRATISTA",100,0
"3591","EQUIPO CONTRATISTA",100,0
"3592","EQUIPO CONTRATISTA",100,0
"3593","EQUIPO CONTRATISTA",100,0
"3594","EQUIPO CONTRATISTA",100,0
"3595","EQUIPO CONTRATISTA",100,0
"3596","EQUIPO CONTRATISTA",100,0
"3597","EQUIPO CONTRATISTA",100,0
"3598","EQUIPO CONTRATISTA",100,0
"3599","EQUIPO CONTRATISTA",100,0
"3600","EQUIPO CONTRATISTA",100,0
"3601","EQUIPO CONTRATISTA",100,0
"3602","EQUIPO CONTRATISTA",100,0
"3603","EQUIPO CONTRATISTA",100,0
"3604","EQUIPO CONTRATISTA",100,0
"3605","ABASEGURO EMPRESARIAL",100,0
"3606","EQUIPO CONTRATISTA",100,0
"3607","EQUIPO CONTRATISTA",100,0
"3608","EQUIPO CONTRATISTA",100,0
"3609","EQUIPO CONTRATISTA",100,0
"3610","EQUIPO CONTRATISTA",100,0
"3611","EQUIPO CONTRATISTA",100,0
"3612","EQUIPO CONTRATISTA",100,0
"3613","EQUIPO CONTRATISTA",100,0
"3614","EQUIPO CONTRATISTA",100,0
"3615","EQUIPO CONTRATISTA",100,0
"3616","EQUIPO CONTRATISTA",100,0
"3617","EQUIPO CONTRATISTA",100,0
"3618","EQUIPO CONTRATISTA",100,0
"3619","EQUIPO CONTRATISTA",100,0
"3620","EQUIPO CONTRATISTA",100,0
"3621","EQUIPO CONTRATISTA",100,0
"3622","EQUIPO CONTRATISTA",100,0
"3623","EQUIPO CONTRATISTA",100,0
"3624","EQUIPO CONTRATISTA",100,0
"3625","EQUIPO CONTRATISTA",100,0
"3626","EQUIPO CONTRATISTA",100,0
"3627","EQUIPO CONTRATISTA",100,0
"3628","EQUIPO CONTRATISTA",100,0
"3629","EQUIPO CONTRATISTA",100,0
"3630","EQUIPO CONTRATISTA",100,0
"3631","EQUIPO CONTRATISTA",100,0
"3632","EQUIPO CONTRATISTA",100,0
"3633","EQUIPO CONTRATISTA",100,0
"3634","EQUIPO CONTRATISTA",100,0
"3635","EQUIPO CONTRATISTA",100,0
"3636","EQUIPO CONTRATISTA",100,0
"3637","EQUIPO CONTRATISTA",100,0
"3638","EQUIPO CONTRATISTA",100,0
"3639","EQUIPO CONTRATISTA",100,0
"3640","EQUIPO CONTRATISTA",100,0
"3641","EQUIPO CONTRATISTA",100,0
"3642","EQUIPO CONTRATISTA",100,0
"3643","EQUIPO CONTRATISTA",100,0
"3644","EQUIPO CONTRATISTA",100,0
"3645","EQUIPO CONTRATISTA",100,0
"3646","EQUIPO CONTRATISTA",100,0
"3647","EQUIPO CONTRATISTA",100,0
"3648","EQUIPO CONTRATISTA",100,0
"3649","EQUIPO CONTRATISTA",100,0
"3650","EQUIPO CONTRATISTA",100,0
"3651","EQUIPO CONTRATISTA",100,0
"3652","EQUIPO CONTRATISTA",100,0
"3653","EQUIPO CONTRATISTA",100,0
"3654","EQUIPO CONTRATISTA",100,0
"3655","EQUIPO CONTRATISTA",100,0
"3656","EQUIPO CONTRATISTA",100,0
"3657","EQUIPO CONTRATISTA",100,0
"3658","EQUIPO CONTRATISTA",100,0
"3659","EQUIPO CONTRATISTA",100,0
"3660","EQUIPO CONTRATISTA",100,0
"3661","EQUIPO CONTRATISTA",100,0
"3662","EQUIPO CONTRATISTA",100,0
"3663","EQUIPO CONTRATISTA",100,0
"3664","EQUIPO CONTRATISTA",100,0
"3665","EQUIPO CONTRATISTA",100,0
"3666","EQUIPO CONTRATISTA",100,0
"3667","EQUIPO CONTRATISTA",100,0
"3668","EQUIPO CONTRATISTA",100,0
"3669","EQUIPO CONTRATISTA",100,0
"3670","EQUIPO CONTRATISTA",100,0
"3671","EQUIPO CONTRATISTA",100,0
"3672","EQUIPO CONTRATISTA",100,0
"3673","EQUIPO CONTRATISTA",100,0
"3674","EQUIPO CONTRATISTA",100,0
"3675","EQUIPO CONTRATISTA",100,0
"3676","EQUIPO CONTRATISTA",100,0
"3677","EQUIPO CONTRATISTA",100,0
"3678","EQUIPO CONTRATISTA",100,0
"3679","EQUIPO CONTRATISTA",100,0
"3680","EQUIPO CONTRATISTA",100,0
"3681","EQUIPO CONTRATISTA",100,0
"3682","EQUIPO CONTRATISTA",100,0
"3683","EQUIPO CONTRATISTA",100,0
"3684","EQUIPO CONTRATISTA",100,0
"3685","EQUIPO CONTRATISTA",100,0
"3686","EQUIPO CONTRATISTA",100,0
"3687","EQUIPO CONTRATISTA",100,0
"3688","EQUIPO CONTRATISTA",100,0
"3689","EQUIPO CONTRATISTA",100,0
"3690","EQUIPO CONTRATISTA",100,0
"3691","EQUIPO CONTRATISTA",100,0
"3692","EQUIPO CONTRATISTA",100,0
"3693","EQUIPO CONTRATISTA",100,0
"3694","EQUIPO CONTRATISTA",100,0
"3695","EQUIPO CONTRATISTA",100,0
"3696","EQUIPO CONTRATISTA",100,0
"3697","EQUIPO CONTRATISTA",100,0
"3698","EQUIPO CONTRATISTA",100,0
"3699","EQUIPO CONTRATISTA",100,0
"3700","EQUIPO CONTRATISTA",100,0
"3701","EQUIPO CONTRATISTA",100,0
"3702","EQUIPO CONTRATISTA",100,0
"3703","EQUIPO CONTRATISTA",100,0
"3704","EQUIPO CONTRATISTA",100,0
"3705","EQUIPO CONTRATISTA",100,0
"3706","EQUIPO CONTRATISTA",100,0
"3707","EQUIPO CONTRATISTA",100,0
"3708","EQUIPO CONTRATISTA",100,0
"3709","EQUIPO CONTRATISTA",100,0
"3710","EQUIPO CONTRATISTA",100,0
"3711","EQUIPO CONTRATISTA",100,0
"3712","EQUIPO CONTRATISTA",100,0
"3713","EQUIPO CONTRATISTA",100,0
"3714","EQUIPO CONTRATISTA",100,0
"3715","EQUIPO CONTRATISTA",100,0
"3716","EQUIPO CONTRATISTA",100,0
"3717","EQUIPO CONTRATISTA",100,0
"3718","EQUIPO CONTRATISTA",100,0
"3719","EQUIPO CONTRATISTA",100,0
"3720","EQUIPO CONTRATISTA",100,0
"3721","EQUIPO CONTRATISTA",100,0
"3722","EQUIPO CONTRATISTA",100,0
"3723","EQUIPO CONTRATISTA",100,0
"3724","EQUIPO CONTRATISTA",100,0
"3725","EQUIPO CONTRATISTA",100,0
"3726","EQUIPO CONTRATISTA",100,0
"3727","EQUIPO CONTRATISTA",100,0
"3728","EQUIPO CONTRATISTA",100,0
"3729","EQUIPO CONTRATISTA",100,0
"3730","EQUIPO CONTRATISTA",100,0
"3731","EQUIPO CONTRATISTA",100,0
"3732","EQUIPO CONTRATISTA",100,0
"3733","EQUIPO CONTRATISTA",100,0
"3734","EQUIPO CONTRATISTA",100,0
"3735","EQUIPO CONTRATISTA",100,0
"3736","EQUIPO CONTRATISTA",100,0
"3737","EQUIPO CONTRATISTA",100,0
"3738","EQUIPO CONTRATISTA",100,0
"3739","EQUIPO CONTRATISTA",100,0
"3740","EQUIPO CONTRATISTA",100,0
"3741","EQUIPO CONTRATISTA",100,0
"3742","EQUIPO CONTRATISTA",100,0
"3743","EQUIPO CONTRATISTA",100,0
"3744","EQUIPO CONTRATISTA",100,0
"3745","EQUIPO CONTRATISTA",100,0
"3746","EQUIPO CONTRATISTA",100,0
"3747","EQUIPO CONTRATISTA",100,0
"3748","EQUIPO CONTRATISTA",100,0
"3749","EQUIPO CONTRATISTA",100,0
"3750","EQUIPO CONTRATISTA",100,0
"3751","EQUIPO CONTRATISTA",100,0
"3752","EQUIPO CONTRATISTA",100,0
"3753","EQUIPO CONTRATISTA",100,0
"3754","EQUIPO CONTRATISTA",100,0
"3755","EQUIPO CONTRATISTA",100,0
"3756","EQUIPO CONTRATISTA",100,0
"3757","EQUIPO CONTRATISTA",100,0
"3758","EQUIPO CONTRATISTA",100,0
"3759","EQUIPO CONTRATISTA",100,0
"3760","EQUIPO CONTRATISTA",100,0
"3761","EQUIPO CONTRATISTA",100,0
"3762","EQUIPO CONTRATISTA",100,0
"3763","EQUIPO CONTRATISTA",100,0
"3764","EQUIPO CONTRATISTA",100,0
"3765","EQUIPO CONTRATISTA",100,0
"3766","EQUIPO CONTRATISTA",100,0
"3767","EQUIPO CONTRATISTA",100,0
"3768","EQUIPO CONTRATISTA",100,0
"3769","EQUIPO CONTRATISTA",100,0
"3770","EQUIPO CONTRATISTA",100,0
"3771","EQUIPO CONTRATISTA",100,0
"3772","EQUIPO CONTRATISTA",100,0
"3773","EQUIPO CONTRATISTA",100,0
"3774","EQUIPO CONTRATISTA",100,0
"3775","EQUIPO CONTRATISTA",100,0
"3776","EQUIPO CONTRATISTA",100,0
"3777","EQUIPO CONTRATISTA",100,0
"3778","EQUIPO CONTRATISTA",100,0
"3779","EQUIPO CONTRATISTA",100,0
"3780","EQUIPO CONTRATISTA",100,0
"3781","EQUIPO CONTRATISTA",100,0
"3782","EQUIPO CONTRATISTA",100,0
"3783","EQUIPO CONTRATISTA",100,0
"3784","EQUIPO CONTRATISTA",100,0
"3785","EQUIPO CONTRATISTA",100,0
"3786","EQUIPO CONTRATISTA",100,0
"3787","EQUIPO CONTRATISTA",100,0
"3788","EQUIPO CONTRATISTA",100,0
"3789","EQUIPO CONTRATISTA",100,0
"3790","EQUIPO CONTRATISTA",100,0
"3791","EQUIPO CONTRATISTA",100,0
"3792","EQUIPO CONTRATISTA",100,0
"3793","EQUIPO CONTRATISTA",100,0
"3794","EQUIPO CONTRATISTA",100,0
"3795","EQUIPO CONTRATISTA",100,0
"3796","EQUIPO CONTRATISTA",100,0
"3797","EQUIPO CONTRATISTA",100,0
"3798","EQUIPO CONTRATISTA",100,0
"3799","EQUIPO CONTRATISTA",100,0
"3800","EQUIPO CONTRATISTA",100,0
"3801","EQUIPO CONTRATISTA",100,0
"3802","EQUIPO CONTRATISTA",100,0
"3803","EQUIPO CONTRATISTA",100,0
"3804","EQUIPO CONTRATISTA",100,0
"3805","EQUIPO CONTRATISTA",100,0
"3806","EQUIPO CONTRATISTA",100,0
"3807","EQUIPO CONTRATISTA",100,0
"3808","EQUIPO CONTRATISTA",100,0
"3809","EQUIPO CONTRATISTA",100,0
"3810","EQUIPO CONTRATISTA",100,0
"3811","EQUIPO CONTRATISTA",100,0
"3812","EQUIPO CONTRATISTA",100,0
"3813","EQUIPO CONTRATISTA",100,0
"3814","EQUIPO CONTRATISTA",100,0
"3815","EQUIPO CONTRATISTA",100,0
"3816","EQUIPO CONTRATISTA",100,0
"3817","EQUIPO CONTRATISTA",100,0
"3818","EQUIPO CONTRATISTA",100,0
"3819","EQUIPO CONTRATISTA",100,0
"3820","EQUIPO CONTRATISTA",100,0
"3821","EQUIPO ELECTRONICO",100,0
"3822","EQUIPO ELECTRONICO",100,0
"3823","EQUIPO CONTRATISTA",100,0
"3824","ABASIF: EL SEGURO DE CASA",100,0
"3825","ABASEGURO EMPRESARIAL",100,0
"3826","EQUIPO CONTRATISTA",100,0
"3827","BARCOS Y BUQUES",100,0
"3828","EQUIPO CONTRATISTA",100,0
"3829","EQUIPO CONTRATISTA",100,0
"3830","EQUIPO CONTRATISTA",100,0
"3831","EQUIPO CONTRATISTA",100,0
"3832","EQUIPO CONTRATISTA",100,0
"3833","EQUIPO CONTRATISTA",100,0
"3834","EQUIPO CONTRATISTA",100,0
"3835","EQUIPO CONTRATISTA",100,0
"3836","EQUIPO CONTRATISTA",100,0
"3837","EQUIPO CONTRATISTA",100,0
"3838","EQUIPO CONTRATISTA",100,0
"3839","EQUIPO CONTRATISTA",100,0
"3840","EQUIPO CONTRATISTA",100,0
"3841","EQUIPO CONTRATISTA",100,0
"3842","EQUIPO CONTRATISTA",100,0
"3843","EQUIPO CONTRATISTA",100,0
"3844","EQUIPO CONTRATISTA",100,0
"3845","EQUIPO CONTRATISTA",100,0
"3846","EQUIPO CONTRATISTA",100,0
"3847","EQUIPO CONTRATISTA",100,0
"3848","EQUIPO CONTRATISTA",100,0
"3849","EQUIPO CONTRATISTA",100,0
"3850","EQUIPO CONTRATISTA",100,0
"3851","EQUIPO CONTRATISTA",100,0
"3852","EQUIPO CONTRATISTA",100,0
"3853","EQUIPO CONTRATISTA",100,0
"3854","EQUIPO CONTRATISTA",100,0
"3855","EQUIPO CONTRATISTA",100,0
"3856","EQUIPO CONTRATISTA",100,0
"3857","EQUIPO CONTRATISTA",100,0
"3858","EQUIPO CONTRATISTA",100,0
"3859","EQUIPO CONTRATISTA",100,0
"3860","EQUIPO CONTRATISTA",100,0
"3861","EQUIPO CONTRATISTA",100,0
"3862","EQUIPO CONTRATISTA",100,0
"3863","EQUIPO CONTRATISTA",100,0
"3864","EQUIPO CONTRATISTA",100,0
"3865","EQUIPO CONTRATISTA",100,0
"3866","EQUIPO CONTRATISTA",100,0
"3867","EQUIPO CONTRATISTA",100,0
"3868","EQUIPO CONTRATISTA",100,0
"3869","EQUIPO CONTRATISTA",100,0
"3870","EQUIPO CONTRATISTA",100,0
"3871","EQUIPO CONTRATISTA",100,0
"3872","EQUIPO CONTRATISTA",100,0
"3873","EQUIPO CONTRATISTA",100,0
"3874","EQUIPO CONTRATISTA",100,0
"3875","EQUIPO CONTRATISTA",100,0
"3876","EQUIPO CONTRATISTA",100,0
"3877","EQUIPO CONTRATISTA",100,0
"3878","EQUIPO CONTRATISTA",100,0
"3879","EQUIPO CONTRATISTA",100,0
"3880","EQUIPO CONTRATISTA",100,0
"3881","EQUIPO CONTRATISTA",100,0
"3882","EQUIPO CONTRATISTA",100,0
"3883","EQUIPO CONTRATISTA",100,0
"3884","EQUIPO CONTRATISTA",100,0
"3885","EQUIPO CONTRATISTA",100,0
"3886","EQUIPO CONTRATISTA",100,0
"3887","EQUIPO CONTRATISTA",100,0
"3888","EQUIPO CONTRATISTA",100,0
"3889","EQUIPO CONTRATISTA",100,0
"3890","EQUIPO CONTRATISTA",100,0
"3891","EQUIPO CONTRATISTA",100,0
"3892","EQUIPO CONTRATISTA",100,0
"3893","EQUIPO CONTRATISTA",100,0
"3894","EQUIPO CONTRATISTA",100,0
"3895","EQUIPO CONTRATISTA",100,0
"3896","EQUIPO CONTRATISTA",100,0
"3897","EQUIPO CONTRATISTA",100,0
"3898","EQUIPO CONTRATISTA",100,0
"3899","EQUIPO CONTRATISTA",100,0
"3900","EQUIPO CONTRATISTA",100,0
"3901","EQUIPO CONTRATISTA",100,0
"3902","EQUIPO CONTRATISTA",100,0
"3903","EQUIPO CONTRATISTA",100,0
"3904","EQUIPO CONTRATISTA",100,0
"3905","EQUIPO CONTRATISTA",100,0
"3906","EQUIPO CONTRATISTA",100,0
"3907","EQUIPO CONTRATISTA",100,0
"3908","EQUIPO CONTRATISTA",100,0
"3909","EQUIPO CONTRATISTA",100,0
"3910","EQUIPO CONTRATISTA",100,0
"3911","EQUIPO CONTRATISTA",100,0
"3912","EQUIPO CONTRATISTA",100,0
"3913","EQUIPO CONTRATISTA",100,0
"3914","EQUIPO CONTRATISTA",100,0
"3915","EQUIPO CONTRATISTA",100,0
"3916","EQUIPO CONTRATISTA",100,0
"3917","EQUIPO CONTRATISTA",100,0
"3918","EQUIPO CONTRATISTA",100,0
"3919","EQUIPO CONTRATISTA",100,0
"3920","EQUIPO CONTRATISTA",100,0
"3921","EQUIPO CONTRATISTA",100,0
"3922","EQUIPO CONTRATISTA",100,0
"3923","EQUIPO CONTRATISTA",100,0
"3924","EQUIPO CONTRATISTA",100,0
"3925","EQUIPO CONTRATISTA",100,0
"3926","EQUIPO CONTRATISTA",100,0
"3927","EQUIPO CONTRATISTA",100,0
"3928","EQUIPO CONTRATISTA",100,0
"3929","EQUIPO CONTRATISTA",100,0
"3930","EQUIPO CONTRATISTA",100,0
"3931","EQUIPO CONTRATISTA",100,0
"3932","EQUIPO CONTRATISTA",100,0
"3933","EQUIPO CONTRATISTA",100,0
"3934","EQUIPO CONTRATISTA",100,0
"3935","EQUIPO CONTRATISTA",100,0
"3936","EQUIPO CONTRATISTA",100,0
"3937","EQUIPO CONTRATISTA",100,0
"3938","EQUIPO CONTRATISTA",100,0
"3939","EQUIPO CONTRATISTA",100,0
"3940","EQUIPO CONTRATISTA",100,0
"3941","EQUIPO CONTRATISTA",100,0
"3942","EQUIPO CONTRATISTA",100,0
"3943","EQUIPO CONTRATISTA",100,0
"3944","EQUIPO CONTRATISTA",100,0
"3945","EQUIPO CONTRATISTA",100,0
"3946","EQUIPO CONTRATISTA",100,0
"3947","EQUIPO CONTRATISTA",100,0
"3948","EQUIPO CONTRATISTA",100,0
"3949","EQUIPO CONTRATISTA",100,0
"3950","EQUIPO CONTRATISTA",100,0
"3951","EQUIPO CONTRATISTA",100,0
"3952","EQUIPO CONTRATISTA",100,0
"3953","EQUIPO CONTRATISTA",100,0
"3954","EQUIPO CONTRATISTA",100,0
"3955","EQUIPO CONTRATISTA",100,0
"3956","EQUIPO CONTRATISTA",100,0
"3957","EQUIPO CONTRATISTA",100,0
"3958","EQUIPO CONTRATISTA",100,0
"3959","EQUIPO CONTRATISTA",100,0
"3960","EQUIPO CONTRATISTA",100,0
"3961","EQUIPO CONTRATISTA",100,0
"3962","EQUIPO CONTRATISTA",100,0
"3963","EQUIPO CONTRATISTA",100,0
"3964","EQUIPO CONTRATISTA",100,0
"3965","EQUIPO CONTRATISTA",100,0
"3966","EQUIPO CONTRATISTA",100,0
"3967","EQUIPO CONTRATISTA",100,0
"3968","EQUIPO CONTRATISTA",100,0
"3969","EQUIPO CONTRATISTA",100,0
"3970","EQUIPO CONTRATISTA",100,0
"3971","EQUIPO CONTRATISTA",100,0
"3972","EQUIPO CONTRATISTA",100,0
"3973","EQUIPO CONTRATISTA",100,0
"3974","EQUIPO CONTRATISTA",100,0
"3975","EQUIPO CONTRATISTA",100,0
"3976","EQUIPO CONTRATISTA",100,0
"3977","EQUIPO CONTRATISTA",100,0
"3978","EQUIPO CONTRATISTA",100,0
"3979","EQUIPO CONTRATISTA",100,0
"3980","EQUIPO CONTRATISTA",100,0
"3981","EQUIPO CONTRATISTA",100,0
"3982","EQUIPO CONTRATISTA",100,0
"3983","EQUIPO ELECTRONICO",100,0
"3984","EQUIPO CONTRATISTA",100,0
"3985","ABASEGURO EMPRESARIAL",100,0
"3986","EQUIPO CONTRATISTA",100,0
"3987","EQUIPO CONTRATISTA",100,0
"3988","EQUIPO CONTRATISTA",100,0
"3989","EQUIPO CONTRATISTA",100,0
"3990","EQUIPO CONTRATISTA",100,0
"3991","EQUIPO CONTRATISTA",100,0
"3992","EQUIPO CONTRATISTA",100,0
"3993","EQUIPO CONTRATISTA",100,0
"3994","EQUIPO CONTRATISTA",100,0
"3995","EQUIPO CONTRATISTA",100,0
"3996","EQUIPO CONTRATISTA",100,0
"3997","EQUIPO CONTRATISTA",100,0
"3998","EQUIPO CONTRATISTA",100,0
"3999","EQUIPO CONTRATISTA",100,0
"4000","EQUIPO CONTRATISTA",100,0
"4001","EQUIPO CONTRATISTA",100,0
"4002","EQUIPO CONTRATISTA",100,0
"4003","EQUIPO CONTRATISTA",100,0
"4004","EQUIPO CONTRATISTA",100,0
"4005","EQUIPO CONTRATISTA",100,0
"4006","EQUIPO CONTRATISTA",100,0
"4007","EQUIPO CONTRATISTA",100,0
"4008","EQUIPO CONTRATISTA",100,0
"4009","EQUIPO CONTRATISTA",100,0
"4010","EQUIPO CONTRATISTA",100,0
"4011","EQUIPO CONTRATISTA",100,0
"4012","EQUIPO CONTRATISTA",100,0
"4013","EQUIPO CONTRATISTA",100,0
"4014","EQUIPO CONTRATISTA",100,0
"4015","EQUIPO CONTRATISTA",100,0
"4016","EQUIPO CONTRATISTA",100,0
"4017","EQUIPO CONTRATISTA",100,0
"4018","EQUIPO CONTRATISTA",100,0
"4019","EQUIPO CONTRATISTA",100,0
"4020","EQUIPO CONTRATISTA",100,0
"4021","EQUIPO CONTRATISTA",100,0
"4022","EQUIPO CONTRATISTA",100,0
"4023","EQUIPO CONTRATISTA",100,0
"4024","EQUIPO CONTRATISTA",100,0
"4025","EQUIPO CONTRATISTA",100,0
"4026","EQUIPO CONTRATISTA",100,0
"4027","EQUIPO CONTRATISTA",100,0
"4028","EQUIPO CONTRATISTA",100,0
"4029","EQUIPO CONTRATISTA",100,0
"4030","EQUIPO CONTRATISTA",100,0
"4031","EQUIPO CONTRATISTA",100,0
"4032","EQUIPO CONTRATISTA",100,0
"4033","EQUIPO CONTRATISTA",100,0
"4034","EQUIPO CONTRATISTA",100,0
"4035","EQUIPO CONTRATISTA",100,0
"4036","EQUIPO CONTRATISTA",100,0
"4037","EQUIPO CONTRATISTA",100,0
"4038","EQUIPO CONTRATISTA",100,0
"4039","EQUIPO CONTRATISTA",100,0
"4040","EQUIPO CONTRATISTA",100,0
"4041","EQUIPO CONTRATISTA",100,0
"4042","EQUIPO CONTRATISTA",100,0
"4043","EQUIPO CONTRATISTA",100,0
"4044","EQUIPO CONTRATISTA",100,0
"4045","EQUIPO CONTRATISTA",100,0
"4046","EQUIPO CONTRATISTA",100,0
"4047","EQUIPO CONTRATISTA",100,0
"4048","EQUIPO CONTRATISTA",100,0
"4049","EQUIPO CONTRATISTA",100,0
"4050","EQUIPO CONTRATISTA",100,0
"4051","EQUIPO CONTRATISTA",100,0
"4052","EQUIPO CONTRATISTA",100,0
"4053","EQUIPO CONTRATISTA",100,0
"4054","EQUIPO CONTRATISTA",100,0
"4055","EQUIPO CONTRATISTA",100,0
"4056","EQUIPO CONTRATISTA",100,0
"4057","EQUIPO CONTRATISTA",100,0
"4058","EQUIPO CONTRATISTA",100,0
"4059","EQUIPO CONTRATISTA",100,0
"4060","EQUIPO CONTRATISTA",100,0
"4061","EQUIPO CONTRATISTA",100,0
"4062","EQUIPO CONTRATISTA",100,0
"4063","EQUIPO CONTRATISTA",100,0
"4064","EQUIPO CONTRATISTA",100,0
"4065","EQUIPO CONTRATISTA",100,0
"4066","EQUIPO CONTRATISTA",100,0
"4067","EQUIPO CONTRATISTA",100,0
"4068","EQUIPO CONTRATISTA",100,0
"4069","EQUIPO CONTRATISTA",100,0
"4070","EQUIPO CONTRATISTA",100,0
"4071","EQUIPO CONTRATISTA",100,0
"4072","EQUIPO CONTRATISTA",100,0
"4073","EQUIPO CONTRATISTA",100,0
"4074","EQUIPO CONTRATISTA",100,0
"4075","EQUIPO CONTRATISTA",100,0
"4076","EQUIPO CONTRATISTA",100,0
"4077","EQUIPO CONTRATISTA",100,0
"4078","EQUIPO CONTRATISTA",100,0
"4079","EQUIPO CONTRATISTA",100,0
"4080","EQUIPO CONTRATISTA",100,0
"4081","EQUIPO CONTRATISTA",100,0
"4082","EQUIPO CONTRATISTA",100,0
"4083","EQUIPO CONTRATISTA",100,0
"4084","EQUIPO CONTRATISTA",100,0
"4085","EQUIPO CONTRATISTA",100,0
"4086","EQUIPO CONTRATISTA",100,0
"4087","EQUIPO CONTRATISTA",100,0
"4088","EQUIPO CONTRATISTA",100,0
"4089","EQUIPO CONTRATISTA",100,0
"4090","EQUIPO CONTRATISTA",100,0
"4091","EQUIPO CONTRATISTA",100,0
"4092","EQUIPO CONTRATISTA",100,0
"4093","EQUIPO CONTRATISTA",100,0
"4094","EQUIPO CONTRATISTA",100,0
"4095","EQUIPO CONTRATISTA",100,0
"4096","EQUIPO CONTRATISTA",100,0
"4097","EQUIPO CONTRATISTA",100,0
"4098","EQUIPO CONTRATISTA",100,0
"4099","EQUIPO CONTRATISTA",100,0
"4100","EQUIPO CONTRATISTA",100,0
"4101","EQUIPO CONTRATISTA",100,0
"4102","EQUIPO CONTRATISTA",100,0
"4103","EQUIPO CONTRATISTA",100,0
"4104","ABASEGURO EMPRESARIAL",100,0
"4105","ABASIF: EL SEGURO DE CASA",100,0
"4106","EQUIPO ELECTRONICO",100,0
"4107","EQUIPO ELECTRONICO",100,0
"4108","EQUIPO CONTRATISTA",100,0
"4109","EQUIPO CONTRATISTA",100,0
"4110","EQUIPO CONTRATISTA",100,0
"4111","EQUIPO CONTRATISTA",100,0
"4112","EQUIPO CONTRATISTA",100,0
"4113","EQUIPO CONTRATISTA",100,0
"4114","EQUIPO CONTRATISTA",100,0
"4115","EQUIPO CONTRATISTA",100,0
"4116","EQUIPO CONTRATISTA",100,0
"4117","EQUIPO CONTRATISTA",100,0
"4118","EQUIPO CONTRATISTA",100,0
"4119","EQUIPO CONTRATISTA",100,0
"4120","EQUIPO CONTRATISTA",100,0
"4121","EQUIPO CONTRATISTA",100,0
"4122","EQUIPO CONTRATISTA",100,0
"4123","EQUIPO CONTRATISTA",100,0
"4124","EQUIPO CONTRATISTA",100,0
"4125","EQUIPO CONTRATISTA",100,0
"4126","EQUIPO CONTRATISTA",100,0
"4127","EQUIPO CONTRATISTA",100,0
"4128","EQUIPO CONTRATISTA",100,0
"4129","EQUIPO CONTRATISTA",100,0
"4130","EQUIPO CONTRATISTA",100,0
"4131","EQUIPO CONTRATISTA",100,0
"4132","EQUIPO CONTRATISTA",100,0
"4133","EQUIPO CONTRATISTA",100,0
"4134","EQUIPO CONTRATISTA",100,0
"4135","EQUIPO CONTRATISTA",100,0
"4136","EQUIPO CONTRATISTA",100,0
"4137","EQUIPO CONTRATISTA",100,0
"4138","EQUIPO CONTRATISTA",100,0
"4139","EQUIPO CONTRATISTA",100,0
"4140","EQUIPO CONTRATISTA",100,0
"4141","EQUIPO CONTRATISTA",100,0
"4142","EQUIPO CONTRATISTA",100,0
"4143","EQUIPO CONTRATISTA",100,0
"4144","EQUIPO CONTRATISTA",100,0
"4145","EQUIPO CONTRATISTA",100,0
"4146","EQUIPO CONTRATISTA",100,0
"4147","EQUIPO CONTRATISTA",100,0
"4148","EQUIPO CONTRATISTA",100,0
"4149","EQUIPO CONTRATISTA",100,0
"4150","EQUIPO CONTRATISTA",100,0
"4151","EQUIPO CONTRATISTA",100,0
"4152","EQUIPO CONTRATISTA",100,0
"4153","EQUIPO CONTRATISTA",100,0
"4154","EQUIPO CONTRATISTA",100,0
"4155","EQUIPO CONTRATISTA",100,0
"4156","EQUIPO CONTRATISTA",100,0
"4157","EQUIPO CONTRATISTA",100,0
"4158","EQUIPO CONTRATISTA",100,0
"4159","EQUIPO CONTRATISTA",100,0
"4160","EQUIPO CONTRATISTA",100,0
"4161","EQUIPO CONTRATISTA",100,0
"4162","EQUIPO CONTRATISTA",100,0
"4163","EQUIPO CONTRATISTA",100,0
"4164","EQUIPO CONTRATISTA",100,0
"4165","EQUIPO CONTRATISTA",100,0
"4166","EQUIPO CONTRATISTA",100,0
"4167","EQUIPO CONTRATISTA",100,0
"4168","EQUIPO CONTRATISTA",100,0
"4169","EQUIPO CONTRATISTA",100,0
"4170","EQUIPO CONTRATISTA",100,0
"4171","EQUIPO CONTRATISTA",100,0
"4172","EQUIPO CONTRATISTA",100,0
"4173","EQUIPO CONTRATISTA",100,0
"4174","EQUIPO CONTRATISTA",100,0
"4175","EQUIPO CONTRATISTA",100,0
"4176","EQUIPO CONTRATISTA",100,0
"4177","EQUIPO CONTRATISTA",100,0
"4178","EQUIPO CONTRATISTA",100,0
"4179","EQUIPO CONTRATISTA",100,0
"4180","EQUIPO CONTRATISTA",100,0
"4181","EQUIPO CONTRATISTA",100,0
"4182","EQUIPO CONTRATISTA",100,0
"4183","EQUIPO CONTRATISTA",100,0
"4184","EQUIPO CONTRATISTA",100,0
"4185","EQUIPO CONTRATISTA",100,0
"4186","EQUIPO CONTRATISTA",100,0
"4187","EQUIPO CONTRATISTA",100,0
"4188","EQUIPO CONTRATISTA",100,0
"4189","EQUIPO CONTRATISTA",100,0
"4190","EQUIPO CONTRATISTA",100,0
